character,frequency,onyomi,kunyomi,jlpt,meaning,keyword,story1,story2
捕,604,ホ,と.らえる と.らわれる と.る とら.える とら.われる つか.まえる つか.まる,2,capture,catch,"I was retreating from the battlefield. In the chaos, my friend threw his dogtags at me to give to his family. I managed to catch them with my fingers as the chopper was lifting off.","Dog tag: This is a wild animal track device. It has an arrowhead and screwdriver-shaped radio beacon. It's evidently fired in animals to track their movements. When animal has a dog tag, it's easy to catch it: just take a dog tag in your fingers."
歩,554,ホ ブ フ,ある.く あゆ.む,3,counter for steps,walk,"When walking your pet, you must stop a few times along the way when nature calls.","When you learn to walk, you take your steps a few at a time. Picture a clumsy but happy toddler who falls every few steps but keeps getting up to try again."
甫,2270,ホ フ,はじ.めて,1,for the first time; not until,,,
補,332,ホ,おぎな.う,2,supply; make good; offset; compensate; assistant; learner,supplement,"I usually hear supplement in ""dietry supplement"". So you're given a cloak for extra fibre and dogtags for extra iron. Keeps you regular and stops you feeling tired and run-down.","The name and number printed on a soldier's cloak is a supplement to his main I.D. tag; his dog-tag, in helping identify the soldier."
輔,1898,ホ フ,たす.ける,1,help,reinforce,"Car, dog tag: A car hung with hundreds of military dog tags passed by the police station. The officer on duty immediately called in for reinforcements: the notorious veteran soldier killer had just passed by.","Two kinds of reinforcement the army needs: military cars (tanks) and, of course, 甫: more soldiers."
穂,1656,スイ,ほ,1,ear; ear (grain); head; crest (wave),ear of a plant,"The pilgrims only had wheat, so they asked the Indians to do them a favor and trade them for some ears of corn.","The ""ear of a plant"" is the seed-bearing spike of a cereal plant, such as corn. In other words, it is the part which feeds us. Hence -- ""the ear (of a plant) is the favor of the wheat""."
募,809,ボ,つの.る,2,campaign; gather (contributions); enlist; grow violent,recruit,The necromancer hangs out at the local graveyard and uses his dark powers to recruit an army of undead. Emphasize the verb form to keep distinct from the noun 曹 (#1173).,WANTED: Hardworking GRAVEYARD diggers. Must have 6 months experience with POWERFUL muscles as will be working in South Africa burying deceased elephants.
墓,1337,ボ,はか,1,tomb,grave,The soil under a graveyard is full of graves.,A grave is a patch of soil in a graveyard.
慕,2100,ボ,した.う,1,yearn for; love dearly; adore,pining,"Pining, yearn for... etc. Presumably for lost love. An easy one here, someone standing in the graveyard, placing an old valentine card amonst all the existing tributes.","Morticia and Gomez (of the “Addams Family”) are spending their Valentine's Day at the graveyard, pining for each other's affection."
戊,,ボ ボウ,つちのえ,,5th calendar sign,,,
暮,978,ボ,く.れる く.らす,2,evening; twilight; season's end; make a living; spend time,livelihood,He made a livelihood out of robbing GRAVEYARDS in broad DAYlight.,"I like trikatu's simple way to remember this, but just in case the primitive placements confuse you, change it around to this: Before you complain about your livelihood, think about spending your days under a graveyard. Life is always better than death, eh?"
母,570,ボ,はは も,4,mother,mama,The two breasts of a momma who breastfeeds.,"This mama had twins, one mouth for each nipple."
簿,1358,ボ,,1,record book,register,"Note : the keyword is not a verb, think of a record book. This acupuncturist who uses bamboo in place of flowers to dilute water into his patients (see frame 227), managed somehow to appear on the register of acupuncturists. Chances are, he won't stay on the register for long. My image is close to that of gorgon's story.",This doctor dilutes (see 227) his patients with bamboo stalks rather than the flowers of a standard diluting acupuncturist hence he needs to be on the Bamboo Accumpunturist Diltuers (BAD) register. Pumping that much water into a body can be dangerous; see the huge bamboo stems with gallons of water sloshing in and out of the patient.
菩,2086,ボ,,,kind of grass; sacred tree,bo tree,Phonetic ボ. Bo tree is a sacred buddhist fig tree. The lovely smell from the flowering bo tree wafts down onto the meditating monks who are silent as though muzzled. 菩薩・ぼさつ bodhisattva.,The flower shop has put a muzzle on Bo Derek and is selling her as a bo tree.
倣,2454,ホウ,なら.う,1,imitate,emulate,"Mr T downloads an emulator so that he can play his favorite game, Pokemon. He plays for a different reason, though - he hates to see them poor little foos in the ball so he spends his entire time setting them free.","The black slave who was 放 (#496) decides to emulate Mr. T, his role model. He uses his compass to head to Cali to start anew."
俸,1834,ホウ,,1,salary,stipend,"Mr. T gets a stipend every month if he stays dedicated to his temple training, a very hard thing for the impatient T.",People who are highly dedicated to their jobs get good salaries/stipends.
包,954,ホウ,つつ.む くる.む,2,pack up; cover; conceal,wrap,The snake bound up its prey by wrapping his body around it.,"Imagine Jessie sending in her Ekans (snake pokemon), and telling it to use bind attack to wrap up pikachu."
呆,1848,ホウ,ほけ.る ぼ.ける あき.れる おろか,,be amazed; disgusted; shocked,dumbfounded,His mouth fell open dumbfounded when he woke up and found himself on top of a tree.,The first time I saw an Australian apricot tree (呆 vs. 杏) I was dumbfounded.
報,167,ホウ,むく.いる,2,news; reward; retribution,report,"Recall the fashion model wearing just a stamp over his crotch (服 (#1501)). When he got happy, of course, it ended up in the news report.","On the news: ""We are happy to report that stamp-sized bikini bottoms are back in style!"" (Well, the men are happy about it, at least.)"
奉,1624,ホウ ブ,たてまつ.る まつ.る ほう.ずる,1,observance; offer; present,dedicate,"To join the temple, you have to dedicate yourself to raising bonsai for enlightenment, and cornstalks for sustenance.","A Japanese farmer who was growing corn tried to dedicate himself to the god of corn (in the hope it would bring better harvests). He had a little room with prayer beads, incense, etc. One day he brought an offerand that he thought would please the god of corn : a bonsai - corn (a corn plant turned into a bonsai). The god was infuriated and yelled at him ""HOW DARE YOU TORTURE MY CORN IN SUCH WAYS!"". The End."
宝,1139,ホウ,たから,2,wealth; valuables,treasure,On treasure island is a single house - where all the  jewels are stored.,"Put a ""roof"" (lid) on your jewels and voila! You've got a treasure chest."
峰,1836,ホウ,みね ね,1,peak,summit,"""Walking legs"" over ""bushes"" needs to have a primitive meaning of its own. It appears in several kanji, such as 縫 縫 (#1685), 逢 逢 (#2497), 蜂 蜂 (#1684), and 鋒 鋒 (#2790), and it is clumsy to work bushes and walking legs into every story. ""Pointy"" works fairly well: the walking legs are stuck on top of the pointy part of the bush; and for this character: a summit is the pointy end of a mountain.",Moses climbs to the summit of the mountain using his walking legs to talk to the burning bush.
峯,2079,ホウ,みね ね,,peak; summit,summit [alternate],The alternative summit is so steep that the mountain is above you rather than beside you. People usually just go with the regular summit.,"Logically, an alternate way to arrange the primitives for 峰 峰 (#1683) is to have 山 on top where it rightfully belongs."
崩,778,ホウ,くず.れる -くず.れ くず.す,1,die; demolish; level,crumble,Sam and Frodo were steadfast companions even as Mount Doom crumbled above them.,"September 11. [lol it also has 11 strokes], whoever reported this story is a loser, get alife. This is the best story on the website."
庖,,ホウ,くりや,,kitchen,cleaver,The cleaver was found with the dismembered body wrapped up in a cave.,"The murder victim was killed by a a cleaver. Her body was found in a cave, wrapped up in plastic."
抱,871,ホウ,だ.く いだ.く かか.える,2,hug; hold in arms,embrace,"When embracing someone, wrap your fingers around her butt for added effect. You may think of ""bound with snakes"" as a description of the fingers slithering around the buttocks, if you want a particularly graphic image.","Here, I'm picturing that scene from ET (the extra terrestrial), where ET hugs Elliot before leaving. You see that EMBRACE is ET's long FINGERS that WRAP around Elliot."
捧,2286,ホウ,ささ.げる,,lift up; give; offer; consecrate; sacrifice; dedicate,devote,"DEVOTE (new rtk3 keyword). Think of the Yakuza. To show their DEVOTION to the clan, they must be DEDICATED enough to cut off their FINGERS if they fail a task.","My fingers are devoted to writing kanji, because I dedicated myself to Japanese."
